,Env,Contribution,Region
SRR3680048,Senior,0.86,Sichuan
SRR3680048,Senior,0.76,Sichuan
SRR3680048,Senior,0.81,Sichuan
SRR3680048,Senior,0.8,Sichuan
SRR3680048,Senior,0.85,Sichuan
SRR3680048,Senior,0.86,Sichuan
SRR3680048,Senior,0.89,Sichuan
SRR3680048,Senior,0.83,Sichuan
SRR3680048,Senior,0.83,Sichuan
SRR3680048,Senior,0.91,Sichuan
SRR3680048,Young,0.18,Sichuan
SRR3680048,Young,0.16,Sichuan
SRR3680048,Young,0.15,Sichuan
SRR3680048,Young,0.18,Sichuan
SRR3680048,Young,0.15,Sichuan
SRR3680048,Young,0.18,Sichuan
SRR3680048,Young,0.11,Sichuan
SRR3680048,Young,0.24,Sichuan
SRR3680048,Young,0.14,Sichuan
SRR3680048,Young,0.24,Sichuan
SRR3680048,Young,0.19,Sichuan
SRR3680048,Young,0.2,Sichuan
SRR3680048,Young,0.15,Sichuan
SRR3680048,Young,0.14,Sichuan
SRR3680048,Young,0.11,Sichuan
SRR3680048,Young,0.17,Sichuan
SRR3680048,Young,0.17,Sichuan
SRR3680048,Young,0.09,Sichuan
SRR3680049,Senior,0.8,Sichuan
SRR3680049,Senior,0.86,Sichuan
SRR3680049,Senior,0.78,Sichuan
SRR3680049,Senior,0.87,Sichuan
SRR3680049,Senior,0.87,Sichuan
SRR3680049,Senior,0.85,Sichuan
SRR3680049,Senior,0.88,Sichuan
SRR3680049,Senior,0.83,Sichuan
SRR3680049,Senior,0.86,Sichuan
SRR3680049,Senior,0.91,Sichuan
SRR3680049,Senior,0.87,Sichuan
SRR3680049,Senior,0.81,Sichuan
SRR3680049,Senior,0.75,Sichuan
SRR3680049,Senior,0.81,Sichuan
SRR3680049,Senior,0.86,Sichuan
SRR3680049,Senior,0.83,Sichuan
SRR3680049,Senior,0.88,Sichuan
SRR3680049,Senior,0.82,Sichuan
SRR3680049,Senior,0.79,Sichuan
SRR3680049,Young,0.2,Sichuan
SRR3680049,Young,0.14,Sichuan
SRR3680049,Young,0.22,Sichuan
SRR3680049,Young,0.13,Sichuan
SRR3680049,Young,0.13,Sichuan
SRR3680049,Young,0.15,Sichuan
SRR3680049,Young,0.12,Sichuan
SRR3680049,Young,0.17,Sichuan
SRR3680049,Young,0.14,Sichuan
SRR3680049,Young,0.09,Sichuan
SRR3680049,Young,0.13,Sichuan
SRR3680049,Young,0.19,Sichuan
SRR3680049,Young,0.25,Sichuan
SRR3680049,Young,0.19,Sichuan
SRR3680049,Young,0.14,Sichuan
SRR3680049,Young,0.17,Sichuan
SRR3680049,Young,0.12,Sichuan
SRR3680049,Young,0.18,Sichuan
SRR3680049,Young,0.21,Sichuan
SRR3680053,Senior,0.76,Sichuan
SRR3680053,Senior,0.88,Sichuan
SRR3680053,Senior,0.85,Sichuan
SRR3680053,Senior,0.82,Sichuan
SRR3680053,Senior,0.82,Sichuan
SRR3680053,Senior,0.83,Sichuan
SRR3680053,Senior,0.84,Sichuan
SRR3680053,Senior,0.84,Sichuan
SRR3680053,Senior,0.83,Sichuan
SRR3680053,Senior,0.67,Sichuan
SRR3680053,Senior,0.85,Sichuan
SRR3680053,Senior,0.82,Sichuan
SRR3680053,Senior,0.82,Sichuan
SRR3680053,Senior,0.86,Sichuan
SRR3680053,Senior,0.87,Sichuan
SRR3680053,Senior,0.75,Sichuan
SRR3680053,Senior,0.75,Sichuan
SRR3680053,Senior,0.83,Sichuan
SRR3680053,Senior,0.76,Sichuan
SRR3680053,Young,0.24,Sichuan
SRR3680053,Young,0.12,Sichuan
SRR3680053,Young,0.15,Sichuan
SRR3680053,Young,0.18,Sichuan
SRR3680053,Young,0.18,Sichuan
SRR3680053,Young,0.17,Sichuan
SRR3680053,Young,0.16,Sichuan
SRR3680053,Young,0.16,Sichuan
SRR3680053,Young,0.17,Sichuan
SRR3680053,Young,0.33,Sichuan
SRR3680053,Young,0.15,Sichuan
SRR3680053,Young,0.18,Sichuan
SRR3680053,Young,0.18,Sichuan
SRR3680053,Young,0.14,Sichuan
SRR3680053,Young,0.13,Sichuan
SRR3680053,Young,0.25,Sichuan
SRR3680053,Young,0.25,Sichuan
SRR3680053,Young,0.17,Sichuan
SRR3680053,Young,0.24,Sichuan
SRR3680055,Senior,0.79,Sichuan
SRR3680055,Senior,0.81,Sichuan
SRR3680055,Senior,0.73,Sichuan
SRR3680055,Senior,0.8,Sichuan
SRR3680055,Senior,0.74,Sichuan
SRR3680055,Senior,0.74,Sichuan
SRR3680055,Senior,0.67,Sichuan
SRR3680055,Senior,0.72,Sichuan
SRR3680055,Senior,0.81,Sichuan
SRR3680055,Senior,0.79,Sichuan
SRR3680055,Senior,0.83,Sichuan
SRR3680055,Senior,0.65,Sichuan
SRR3680055,Senior,0.69,Sichuan
SRR3680055,Senior,0.72,Sichuan
SRR3680055,Senior,0.74,Sichuan
SRR3680055,Senior,0.75,Sichuan
SRR3680055,Senior,0.81,Sichuan
SRR3680055,Senior,0.71,Sichuan
SRR3680055,Senior,0.65,Sichuan
SRR3680055,Young,0.21,Sichuan
SRR3680055,Young,0.19,Sichuan
SRR3680055,Young,0.27,Sichuan
SRR3680055,Young,0.2,Sichuan
SRR3680055,Young,0.26,Sichuan
SRR3680055,Young,0.26,Sichuan
SRR3680055,Young,0.33,Sichuan
SRR3680055,Young,0.28,Sichuan
SRR3680055,Young,0.19,Sichuan
SRR3680055,Young,0.21,Sichuan
SRR3680055,Young,0.17,Sichuan
SRR3680055,Young,0.35,Sichuan
SRR3680055,Young,0.31,Sichuan
SRR3680055,Young,0.28,Sichuan
SRR3680055,Young,0.26,Sichuan
SRR3680055,Young,0.25,Sichuan
SRR3680055,Young,0.19,Sichuan
SRR3680055,Young,0.29,Sichuan
SRR3680055,Young,0.35,Sichuan
SRR3680058,Senior,0.59,Sichuan
SRR3680058,Senior,0.71,Sichuan
SRR3680058,Senior,0.67,Sichuan
SRR3680058,Senior,0.65,Sichuan
SRR3680058,Senior,0.62,Sichuan
SRR3680058,Senior,0.7,Sichuan
SRR3680058,Senior,0.63,Sichuan
SRR3680058,Senior,0.54,Sichuan
SRR3680058,Senior,0.59,Sichuan
SRR3680058,Senior,0.62,Sichuan
SRR3680058,Senior,0.65,Sichuan
SRR3680058,Senior,0.53,Sichuan
SRR3680058,Senior,0.6,Sichuan
SRR3680058,Senior,0.65,Sichuan
SRR3680058,Senior,0.58,Sichuan
SRR3680058,Senior,0.57,Sichuan
SRR3680058,Young,0.41,Sichuan
SRR3680058,Young,0.29,Sichuan
SRR3680058,Young,0.33,Sichuan
SRR3680058,Young,0.35,Sichuan
SRR3680058,Young,0.38,Sichuan
SRR3680058,Young,0.3,Sichuan
SRR3680058,Young,0.37,Sichuan
SRR3680058,Young,0.46,Sichuan
SRR3680058,Young,0.41,Sichuan
SRR3680058,Young,0.38,Sichuan
SRR3680058,Young,0.35,Sichuan
SRR3680058,Young,0.47,Sichuan
SRR3680058,Young,0.4,Sichuan
SRR3680058,Young,0.35,Sichuan
SRR3680058,Young,0.42,Sichuan
SRR3680058,Young,0.43,Sichuan
SRR3680059,Senior,0.93,Sichuan
SRR3680059,Senior,0.87,Sichuan
SRR3680059,Senior,0.9,Sichuan
SRR3680059,Senior,0.9,Sichuan
SRR3680059,Senior,0.89,Sichuan
SRR3680059,Senior,0.82,Sichuan
SRR3680059,Senior,0.9,Sichuan
SRR3680059,Senior,0.81,Sichuan
SRR3680059,Senior,0.89,Sichuan
SRR3680059,Senior,0.91,Sichuan
SRR3680059,Senior,0.87,Sichuan
SRR3680059,Senior,0.8,Sichuan
SRR3680059,Senior,0.86,Sichuan
SRR3680059,Senior,0.89,Sichuan
SRR3680059,Senior,0.84,Sichuan
SRR3680059,Senior,0.84,Sichuan
SRR3680059,Senior,0.91,Sichuan
SRR3680059,Senior,0.89,Sichuan
SRR3680059,Senior,0.93,Sichuan
SRR3680059,Senior,0.98,Sichuan
SRR3680059,Senior,0.91,Sichuan
SRR3680059,Young,0.07,Sichuan
SRR3680059,Young,0.13,Sichuan
SRR3680059,Young,0.1,Sichuan
SRR3680059,Young,0.1,Sichuan
SRR3680059,Young,0.11,Sichuan
SRR3680059,Young,0.18,Sichuan
SRR3680059,Young,0.1,Sichuan
SRR3680059,Young,0.19,Sichuan
SRR3680059,Young,0.11,Sichuan
SRR3680059,Young,0.09,Sichuan
SRR3680059,Young,0.13,Sichuan
SRR3680059,Young,0.2,Sichuan
SRR3680059,Young,0.14,Sichuan
SRR3680059,Young,0.11,Sichuan
SRR3680059,Young,0.16,Sichuan
SRR3680059,Young,0.16,Sichuan
SRR3680059,Young,0.09,Sichuan
SRR3680059,Young,0.11,Sichuan
SRR3680059,Young,0.07,Sichuan
SRR3680059,Young,0.02,Sichuan
SRR3680059,Young,0.09,Sichuan
SRR3680063,Senior,0.76,Sichuan
SRR3680063,Senior,0.77,Sichuan
SRR3680063,Senior,0.78,Sichuan
SRR3680063,Senior,0.89,Sichuan
SRR3680063,Senior,0.81,Sichuan
SRR3680063,Senior,0.76,Sichuan
SRR3680063,Senior,0.86,Sichuan
SRR3680063,Senior,0.83,Sichuan
SRR3680063,Senior,0.84,Sichuan
SRR3680063,Senior,0.8,Sichuan
SRR3680063,Senior,0.84,Sichuan
SRR3680063,Senior,0.78,Sichuan
SRR3680063,Senior,0.86,Sichuan
SRR3680063,Senior,0.74,Sichuan
SRR3680063,Young,0.24,Sichuan
SRR3680063,Young,0.23,Sichuan
SRR3680063,Young,0.22,Sichuan
SRR3680063,Young,0.11,Sichuan
SRR3680063,Young,0.19,Sichuan
SRR3680063,Young,0.24,Sichuan
SRR3680063,Young,0.14,Sichuan
SRR3680063,Young,0.17,Sichuan
SRR3680063,Young,0.16,Sichuan
SRR3680063,Young,0.2,Sichuan
SRR3680063,Young,0.16,Sichuan
SRR3680063,Young,0.22,Sichuan
SRR3680063,Young,0.14,Sichuan
SRR3680063,Young,0.26,Sichuan
SRR3680064,Senior,0.89,Sichuan
SRR3680064,Senior,0.82,Sichuan
SRR3680064,Senior,0.87,Sichuan
SRR3680064,Senior,0.86,Sichuan
SRR3680064,Senior,0.85,Sichuan
SRR3680064,Senior,0.9,Sichuan
SRR3680064,Senior,0.91,Sichuan
SRR3680064,Senior,0.89,Sichuan
SRR3680064,Senior,0.83,Sichuan
SRR3680064,Senior,0.86,Sichuan
SRR3680064,Senior,0.84,Sichuan
SRR3680064,Senior,0.84,Sichuan
SRR3680064,Senior,0.89,Sichuan
SRR3680064,Senior,0.89,Sichuan
SRR3680064,Senior,0.9,Sichuan
SRR3680064,Senior,0.88,Sichuan
SRR3680064,Senior,0.92,Sichuan
SRR3680064,Senior,0.86,Sichuan
SRR3680064,Young,0.11,Sichuan
SRR3680064,Young,0.18,Sichuan
SRR3680064,Young,0.13,Sichuan
SRR3680064,Young,0.14,Sichuan
SRR3680064,Young,0.15,Sichuan
SRR3680064,Young,0.1,Sichuan
SRR3680064,Young,0.09,Sichuan
SRR3680064,Young,0.11,Sichuan
SRR3680064,Young,0.17,Sichuan
SRR3680064,Young,0.14,Sichuan
SRR3680064,Young,0.16,Sichuan
SRR3680064,Young,0.16,Sichuan
SRR3680064,Young,0.11,Sichuan
SRR3680064,Young,0.11,Sichuan
SRR3680064,Young,0.1,Sichuan
SRR3680064,Young,0.12,Sichuan
SRR3680064,Young,0.08,Sichuan
SRR3680064,Young,0.14,Sichuan
SRR3680065,Senior,0.86,Sichuan
SRR3680065,Senior,0.8,Sichuan
SRR3680065,Senior,0.82,Sichuan
SRR3680065,Senior,0.81,Sichuan
SRR3680065,Senior,0.86,Sichuan
SRR3680065,Senior,0.78,Sichuan
SRR3680065,Senior,0.86,Sichuan
SRR3680065,Senior,0.78,Sichuan
SRR3680065,Senior,0.75,Sichuan
SRR3680065,Senior,0.69,Sichuan
SRR3680065,Senior,0.9,Sichuan
SRR3680065,Senior,0.67,Sichuan
SRR3680065,Senior,0.81,Sichuan
SRR3680065,Senior,0.69,Sichuan
SRR3680065,Young,0.14,Sichuan
SRR3680065,Young,0.2,Sichuan
SRR3680065,Young,0.18,Sichuan
SRR3680065,Young,0.19,Sichuan
SRR3680065,Young,0.14,Sichuan
SRR3680065,Young,0.22,Sichuan
SRR3680065,Young,0.14,Sichuan
SRR3680065,Young,0.22,Sichuan
SRR3680065,Young,0.25,Sichuan
SRR3680065,Young,0.31,Sichuan
SRR3680065,Young,0.1,Sichuan
SRR3680065,Young,0.33,Sichuan
SRR3680065,Young,0.19,Sichuan
SRR3680065,Young,0.31,Sichuan
SRR3680067,Senior,0.58,Sichuan
SRR3680067,Senior,0.66,Sichuan
SRR3680067,Senior,0.62,Sichuan
SRR3680067,Senior,0.73,Sichuan
SRR3680067,Senior,0.69,Sichuan
SRR3680067,Senior,0.75,Sichuan
SRR3680067,Senior,0.79,Sichuan
SRR3680067,Senior,0.58,Sichuan
SRR3680067,Senior,0.76,Sichuan
SRR3680067,Senior,0.68,Sichuan
SRR3680067,Senior,0.68,Sichuan
SRR3680067,Senior,0.68,Sichuan
SRR3680067,Senior,0.68,Sichuan
SRR3680067,Senior,0.69,Sichuan
SRR3680067,Senior,0.6,Sichuan
SRR3680067,Young,0.42,Sichuan
SRR3680067,Young,0.34,Sichuan
SRR3680067,Young,0.38,Sichuan
SRR3680067,Young,0.27,Sichuan
SRR3680067,Young,0.31,Sichuan
SRR3680067,Young,0.25,Sichuan
SRR3680067,Young,0.21,Sichuan
SRR3680067,Young,0.42,Sichuan
SRR3680067,Young,0.24,Sichuan
SRR3680067,Young,0.32,Sichuan
SRR3680067,Young,0.32,Sichuan
SRR3680067,Young,0.32,Sichuan
SRR3680067,Young,0.32,Sichuan
SRR3680067,Young,0.31,Sichuan
SRR3680067,Young,0.4,Sichuan
SRR3680068,Senior,0.84,Sichuan
SRR3680068,Senior,0.79,Sichuan
SRR3680068,Senior,0.83,Sichuan
SRR3680068,Senior,0.83,Sichuan
SRR3680068,Senior,0.81,Sichuan
SRR3680068,Senior,0.82,Sichuan
SRR3680068,Senior,0.78,Sichuan
SRR3680068,Senior,0.79,Sichuan
SRR3680068,Senior,0.83,Sichuan
SRR3680068,Senior,0.78,Sichuan
SRR3680068,Senior,0.72,Sichuan
SRR3680068,Senior,0.78,Sichuan
SRR3680068,Senior,0.79,Sichuan
SRR3680068,Senior,0.77,Sichuan
SRR3680068,Young,0.16,Sichuan
SRR3680068,Young,0.21,Sichuan
SRR3680068,Young,0.17,Sichuan
SRR3680068,Young,0.17,Sichuan
SRR3680068,Young,0.19,Sichuan
SRR3680068,Young,0.18,Sichuan
SRR3680068,Young,0.22,Sichuan
SRR3680068,Young,0.21,Sichuan
SRR3680068,Young,0.17,Sichuan
SRR3680068,Young,0.22,Sichuan
SRR3680068,Young,0.28,Sichuan
SRR3680068,Young,0.22,Sichuan
SRR3680068,Young,0.21,Sichuan
SRR3680068,Young,0.23,Sichuan
SRR3680070,Senior,0.81,Sichuan
SRR3680070,Senior,0.84,Sichuan
SRR3680070,Senior,0.8,Sichuan
SRR3680070,Senior,0.72,Sichuan
SRR3680070,Senior,0.94,Sichuan
SRR3680070,Senior,0.83,Sichuan
SRR3680070,Senior,0.7,Sichuan
SRR3680070,Senior,0.87,Sichuan
SRR3680070,Senior,0.79,Sichuan
SRR3680070,Senior,0.77,Sichuan
SRR3680070,Senior,0.81,Sichuan
SRR3680070,Senior,0.73,Sichuan
SRR3680070,Young,0.19,Sichuan
SRR3680070,Young,0.16,Sichuan
SRR3680070,Young,0.2,Sichuan
SRR3680070,Young,0.28,Sichuan
SRR3680070,Young,0.06,Sichuan
SRR3680070,Young,0.17,Sichuan
SRR3680070,Young,0.3,Sichuan
SRR3680070,Young,0.13,Sichuan
SRR3680070,Young,0.21,Sichuan
SRR3680070,Young,0.23,Sichuan
SRR3680070,Young,0.19,Sichuan
SRR3680070,Young,0.27,Sichuan
SRR3680072,Senior,0.78,Sichuan
SRR3680072,Senior,0.71,Sichuan
SRR3680072,Senior,0.74,Sichuan
SRR3680072,Senior,0.74,Sichuan
SRR3680072,Senior,0.81,Sichuan
SRR3680072,Senior,0.7,Sichuan
SRR3680072,Senior,0.74,Sichuan
SRR3680072,Senior,0.77,Sichuan
SRR3680072,Senior,0.66,Sichuan
SRR3680072,Senior,0.76,Sichuan
SRR3680072,Senior,0.79,Sichuan
SRR3680072,Senior,0.77,Sichuan
SRR3680072,Young,0.22,Sichuan
SRR3680072,Young,0.29,Sichuan
SRR3680072,Young,0.26,Sichuan
SRR3680072,Young,0.26,Sichuan
SRR3680072,Young,0.19,Sichuan
SRR3680072,Young,0.3,Sichuan
SRR3680072,Young,0.26,Sichuan
SRR3680072,Young,0.23,Sichuan
SRR3680072,Young,0.34,Sichuan
SRR3680072,Young,0.24,Sichuan
SRR3680072,Young,0.21,Sichuan
SRR3680072,Young,0.23,Sichuan
SRR3680074,Senior,0.82,Sichuan
SRR3680074,Senior,0.8,Sichuan
SRR3680074,Senior,0.8,Sichuan
SRR3680074,Senior,0.8,Sichuan
SRR3680074,Senior,0.79,Sichuan
SRR3680074,Senior,0.85,Sichuan
SRR3680074,Senior,0.86,Sichuan
SRR3680074,Senior,0.78,Sichuan
SRR3680074,Senior,0.82,Sichuan
SRR3680074,Senior,0.82,Sichuan
SRR3680074,Senior,0.8,Sichuan
SRR3680074,Senior,0.85,Sichuan
SRR3680074,Senior,0.83,Sichuan
SRR3680074,Senior,0.77,Sichuan
SRR3680074,Senior,0.71,Sichuan
SRR3680074,Senior,0.84,Sichuan
SRR3680074,Senior,0.82,Sichuan
SRR3680074,Young,0.18,Sichuan
SRR3680074,Young,0.2,Sichuan
SRR3680074,Young,0.2,Sichuan
SRR3680074,Young,0.2,Sichuan
SRR3680074,Young,0.21,Sichuan
SRR3680074,Young,0.15,Sichuan
SRR3680074,Young,0.14,Sichuan
SRR3680074,Young,0.22,Sichuan
SRR3680074,Young,0.18,Sichuan
SRR3680074,Young,0.18,Sichuan
SRR3680074,Young,0.2,Sichuan
SRR3680074,Young,0.15,Sichuan
SRR3680074,Young,0.17,Sichuan
SRR3680074,Young,0.23,Sichuan
SRR3680074,Young,0.29,Sichuan
SRR3680074,Young,0.16,Sichuan
SRR3680074,Young,0.18,Sichuan
SRR3680078,Senior,0.72,Sichuan
SRR3680078,Senior,0.7,Sichuan
SRR3680078,Senior,0.8,Sichuan
SRR3680078,Senior,0.77,Sichuan
SRR3680078,Senior,0.72,Sichuan
SRR3680078,Senior,0.69,Sichuan
SRR3680078,Senior,0.7,Sichuan
SRR3680078,Senior,0.83,Sichuan
SRR3680078,Senior,0.81,Sichuan
SRR3680078,Senior,0.72,Sichuan
SRR3680078,Senior,0.74,Sichuan
SRR3680078,Senior,0.69,Sichuan
SRR3680078,Senior,0.84,Sichuan
SRR3680078,Senior,0.77,Sichuan
SRR3680078,Senior,0.79,Sichuan
SRR3680078,Senior,0.76,Sichuan
SRR3680078,Senior,0.68,Sichuan
SRR3680078,Senior,0.73,Sichuan
SRR3680078,Senior,0.75,Sichuan
SRR3680078,Senior,0.8,Sichuan
SRR3680078,Senior,0.75,Sichuan
SRR3680078,Senior,0.73,Sichuan
SRR3680078,Young,0.28,Sichuan
SRR3680078,Young,0.3,Sichuan
SRR3680078,Young,0.2,Sichuan
SRR3680078,Young,0.23,Sichuan
SRR3680078,Young,0.28,Sichuan
SRR3680078,Young,0.31,Sichuan
SRR3680078,Young,0.3,Sichuan
SRR3680078,Young,0.17,Sichuan
SRR3680078,Young,0.19,Sichuan
SRR3680078,Young,0.28,Sichuan
SRR3680078,Young,0.26,Sichuan
SRR3680078,Young,0.31,Sichuan
SRR3680078,Young,0.16,Sichuan
SRR3680078,Young,0.23,Sichuan
SRR3680078,Young,0.21,Sichuan
SRR3680078,Young,0.24,Sichuan
SRR3680078,Young,0.32,Sichuan
SRR3680078,Young,0.27,Sichuan
SRR3680078,Young,0.25,Sichuan
SRR3680078,Young,0.2,Sichuan
SRR3680078,Young,0.25,Sichuan
SRR3680078,Young,0.27,Sichuan
SRR3680079,Senior,0.84,Sichuan
SRR3680079,Senior,0.85,Sichuan
SRR3680079,Senior,0.86,Sichuan
SRR3680079,Senior,0.89,Sichuan
SRR3680079,Senior,0.89,Sichuan
SRR3680079,Senior,0.77,Sichuan
SRR3680079,Senior,0.81,Sichuan
SRR3680079,Senior,0.85,Sichuan
SRR3680079,Senior,0.86,Sichuan
SRR3680079,Senior,0.87,Sichuan
SRR3680079,Senior,0.88,Sichuan
SRR3680079,Senior,0.8,Sichuan
SRR3680079,Senior,0.88,Sichuan
SRR3680079,Senior,0.9,Sichuan
SRR3680079,Senior,0.85,Sichuan
SRR3680079,Senior,0.79,Sichuan
SRR3680079,Young,0.16,Sichuan
SRR3680079,Young,0.15,Sichuan
SRR3680079,Young,0.14,Sichuan
SRR3680079,Young,0.11,Sichuan
SRR3680079,Young,0.11,Sichuan
SRR3680079,Young,0.23,Sichuan
SRR3680079,Young,0.19,Sichuan
SRR3680079,Young,0.15,Sichuan
SRR3680079,Young,0.14,Sichuan
SRR3680079,Young,0.13,Sichuan
SRR3680079,Young,0.12,Sichuan
SRR3680079,Young,0.2,Sichuan
SRR3680079,Young,0.12,Sichuan
SRR3680079,Young,0.1,Sichuan
SRR3680079,Young,0.15,Sichuan
SRR3680079,Young,0.21,Sichuan
SRR3680080,Senior,0.71,Sichuan
SRR3680080,Senior,0.71,Sichuan
SRR3680080,Senior,0.76,Sichuan
SRR3680080,Senior,0.75,Sichuan
SRR3680080,Senior,0.68,Sichuan
SRR3680080,Senior,0.67,Sichuan
SRR3680080,Senior,0.65,Sichuan
SRR3680080,Senior,0.78,Sichuan
SRR3680080,Senior,0.74,Sichuan
SRR3680080,Senior,0.7,Sichuan
SRR3680080,Senior,0.73,Sichuan
SRR3680080,Senior,0.8,Sichuan
SRR3680080,Senior,0.74,Sichuan
SRR3680080,Senior,0.68,Sichuan
SRR3680080,Senior,0.72,Sichuan
SRR3680080,Senior,0.66,Sichuan
SRR3680080,Senior,0.79,Sichuan
SRR3680080,Senior,0.71,Sichuan
SRR3680080,Young,0.29,Sichuan
SRR3680080,Young,0.29,Sichuan
SRR3680080,Young,0.24,Sichuan
SRR3680080,Young,0.25,Sichuan
SRR3680080,Young,0.32,Sichuan
SRR3680080,Young,0.33,Sichuan
SRR3680080,Young,0.35,Sichuan
SRR3680080,Young,0.22,Sichuan
SRR3680080,Young,0.26,Sichuan
SRR3680080,Young,0.3,Sichuan
SRR3680080,Young,0.27,Sichuan
SRR3680080,Young,0.2,Sichuan
SRR3680080,Young,0.26,Sichuan
SRR3680080,Young,0.32,Sichuan
SRR3680080,Young,0.28,Sichuan
SRR3680080,Young,0.34,Sichuan
SRR3680080,Young,0.21,Sichuan
SRR3680080,Young,0.29,Sichuan
SRR3680083,Senior,0.86,Sichuan
SRR3680083,Senior,0.74,Sichuan
SRR3680083,Senior,0.78,Sichuan
SRR3680083,Senior,0.82,Sichuan
SRR3680083,Senior,0.8,Sichuan
SRR3680083,Senior,0.87,Sichuan
SRR3680083,Senior,0.86,Sichuan
SRR3680083,Senior,0.81,Sichuan
SRR3680083,Senior,0.77,Sichuan
SRR3680083,Senior,0.83,Sichuan
SRR3680083,Senior,0.85,Sichuan
SRR3680083,Senior,0.75,Sichuan
SRR3680083,Senior,0.81,Sichuan
SRR3680083,Senior,0.78,Sichuan
SRR3680083,Senior,0.77,Sichuan
SRR3680083,Young,0.14,Sichuan
SRR3680083,Young,0.26,Sichuan
SRR3680083,Young,0.22,Sichuan
SRR3680083,Young,0.18,Sichuan
SRR3680083,Young,0.2,Sichuan
SRR3680083,Young,0.13,Sichuan
SRR3680083,Young,0.14,Sichuan
SRR3680083,Young,0.19,Sichuan
SRR3680083,Young,0.23,Sichuan
SRR3680083,Young,0.17,Sichuan
SRR3680083,Young,0.15,Sichuan
SRR3680083,Young,0.25,Sichuan
SRR3680083,Young,0.19,Sichuan
SRR3680083,Young,0.22,Sichuan
SRR3680083,Young,0.23,Sichuan
SRR3680084,Senior,0.6,Sichuan
SRR3680084,Senior,0.72,Sichuan
SRR3680084,Senior,0.68,Sichuan
SRR3680084,Senior,0.7,Sichuan
SRR3680084,Senior,0.64,Sichuan
SRR3680084,Senior,0.64,Sichuan
SRR3680084,Senior,0.71,Sichuan
SRR3680084,Senior,0.68,Sichuan
SRR3680084,Senior,0.72,Sichuan
SRR3680084,Senior,0.64,Sichuan
SRR3680084,Senior,0.77,Sichuan
SRR3680084,Senior,0.72,Sichuan
SRR3680084,Senior,0.72,Sichuan
SRR3680084,Young,0.4,Sichuan
SRR3680084,Young,0.28,Sichuan
SRR3680084,Young,0.32,Sichuan
SRR3680084,Young,0.3,Sichuan
SRR3680084,Young,0.36,Sichuan
SRR3680084,Young,0.36,Sichuan
SRR3680084,Young,0.29,Sichuan
SRR3680084,Young,0.32,Sichuan
SRR3680084,Young,0.28,Sichuan
SRR3680084,Young,0.36,Sichuan
SRR3680084,Young,0.23,Sichuan
SRR3680084,Young,0.28,Sichuan
SRR3680084,Young,0.28,Sichuan
SRR3680085,Senior,0.89,Sichuan
SRR3680085,Senior,0.81,Sichuan
SRR3680085,Senior,0.76,Sichuan
SRR3680085,Senior,0.83,Sichuan
SRR3680085,Senior,0.85,Sichuan
SRR3680085,Senior,0.85,Sichuan
SRR3680085,Senior,0.8,Sichuan
SRR3680085,Senior,0.79,Sichuan
SRR3680085,Senior,0.86,Sichuan
SRR3680085,Senior,0.85,Sichuan
SRR3680085,Senior,0.8,Sichuan
SRR3680085,Senior,0.86,Sichuan
SRR3680085,Senior,0.8,Sichuan
SRR3680085,Senior,0.83,Sichuan
SRR3680085,Senior,0.76,Sichuan
SRR3680085,Senior,0.85,Sichuan
SRR3680085,Senior,0.79,Sichuan
SRR3680085,Senior,0.85,Sichuan
SRR3680085,Senior,0.79,Sichuan
SRR3680085,Senior,0.79,Sichuan
SRR3680085,Senior,0.81,Sichuan
SRR3680085,Senior,0.78,Sichuan
SRR3680085,Senior,0.79,Sichuan
SRR3680085,Senior,0.78,Sichuan
SRR3680085,Young,0.11,Sichuan
SRR3680085,Young,0.19,Sichuan
SRR3680085,Young,0.24,Sichuan
SRR3680085,Young,0.17,Sichuan
SRR3680085,Young,0.15,Sichuan
SRR3680085,Young,0.15,Sichuan
SRR3680085,Young,0.2,Sichuan
SRR3680085,Young,0.21,Sichuan
SRR3680085,Young,0.14,Sichuan
SRR3680085,Young,0.15,Sichuan
SRR3680085,Young,0.2,Sichuan
SRR3680085,Young,0.14,Sichuan
SRR3680085,Young,0.2,Sichuan
SRR3680085,Young,0.17,Sichuan
SRR3680085,Young,0.24,Sichuan
SRR3680085,Young,0.15,Sichuan
SRR3680085,Young,0.21,Sichuan
SRR3680085,Young,0.15,Sichuan
SRR3680085,Young,0.21,Sichuan
SRR3680085,Young,0.21,Sichuan
SRR3680085,Young,0.19,Sichuan
SRR3680085,Young,0.22,Sichuan
SRR3680085,Young,0.21,Sichuan
SRR3680085,Young,0.22,Sichuan
SRR3680086,Senior,0.79,Sichuan
SRR3680086,Senior,0.9,Sichuan
SRR3680086,Senior,0.89,Sichuan
SRR3680086,Senior,0.85,Sichuan
SRR3680086,Senior,0.8,Sichuan
SRR3680086,Senior,0.89,Sichuan
SRR3680086,Senior,0.89,Sichuan
SRR3680086,Senior,0.9,Sichuan
SRR3680086,Senior,0.93,Sichuan
SRR3680086,Senior,0.88,Sichuan
SRR3680086,Senior,0.82,Sichuan
SRR3680086,Senior,0.83,Sichuan
SRR3680086,Young,0.21,Sichuan
SRR3680086,Young,0.1,Sichuan
SRR3680086,Young,0.11,Sichuan
SRR3680086,Young,0.15,Sichuan
SRR3680086,Young,0.2,Sichuan
SRR3680086,Young,0.11,Sichuan
