Samples	TL100	TL30	TL107	TL106	TL80	TL76	TL65	TL7	TL96	TL86	TL103	TL95	TL111	TL61	TL94	TL62	TL63	TL37	TL116	TL31	TL118	TL13	TL121	TL57	TL87	TL64	TL2	TL108	TL73	TL55	TL109	TL77	TL38	TL12	TL67	TL10	TL3	TL14	TL97	TL123	TL6	100a	TL120	TL54	TL117	TL44	TL71	TL20	TL1	TL124	TL78	TL105	TL81	TL91	TL66	TL92	TL88	TL60	TL69	TL93	TL113	TL59	TL115	TL85	TL4	TL39	TL16	TL114	TL129	TL102	TL110	TL84	TL112	TL74	TL70	TL99	TL82	TL18	TL23	TL83	100b	TL90	TL27	TL5	TL58	TL119
k__Bacteria;p__Firmicutes;c__Lactobacillales;o__Bacilli;f__Carnobacteriaceae;g__Atopostipes;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7464198393293748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001987168568670868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367820651356194e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041527575907617117	0.0	2.7951699463327367e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.436098008191994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007716793672229189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__S24-7;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Solobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobiales;o__Elusimicrobia;f__Elusimicrobiaceae;g__Elusimicrobium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016623518190489164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29359610141474e-05	0.0	0.0	0.0	0.0	0.0	0.00020080321285140563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3483267265323731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	0.0	0.0	0.0001455815984859514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2823307643973689e-05	0.0005576208178438662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8396217737633138e-05	0.0	0.0	4.611695259177273e-05	0.0	0.0004370752615401968	0.0	0.0	0.0	0.0	0.0	0.00016201078528942068	6.67913438418381e-06	0.0	0.0	0.0	0.0004312479036560239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006857609758232781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002550741537003972	0.0	0.0	0.0	0.0	0.0	1.4830414213468982e-05	0.0	0.00010786613812258985	0.0	0.00012861322787048647	0.0	0.0	0.0	3.933832930115458e-05	9.271363539435744e-06	0.0	1.2878631774160311e-05	0.0	0.00023312061077600024	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	0.0	0.0001667055646317474	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0	0.0	0.0	0.0	0.0	2.9259443485384913e-05	0.0	0.0	0.002310143388210302	0.0	0.0	0.0	0.0	0.0008412564879922541	0.001404932875429285	0.0	8.175500749420902e-05	0.0	2.9881966233378163e-05	0.0	1.2764382267720155e-05	0.0	9.223390518354546e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7372346528973036e-05	2.761439262143429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63851934464537e-05	0.0	0.0	0.0	0.0	0.0	2.918131812013949e-05	0.0	0.0	0.0	0.0	7.694083249980765e-05	0.0	1.4786993360639981e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4830414213468982e-05	0.0	2.02249008979856e-05	0.0	0.0	1.8341556464481572e-05	0.0	0.0013611821110422115	0.0	9.271363539435744e-06	0.0	0.0	0.0	0.0	0.00015722652411461814	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Mogibacterium;s__	0.0019151491544129578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2823307643973689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	6.0433915513386105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003198675372081209	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004145109538357616	0.0	1.6230867864504717e-05	0.0	0.0	0.0	1.726310701400038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.005495539579177175	0.0	0.0	0.0	0.0	0.0	0.0	3.1738978639667385e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__None;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.903926631644555e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026048624098316863	0.0	0.0	0.0	0.00028749860243734926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.206098843322818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.726310701400038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012861322787048647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.046408073416628e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Anaerotruncus;s__	6.492031031908333e-05	0.0	0.0	0.0	1.4439182164722189e-05	0.0	0.0	3.2125417630429196e-05	0.0	1.1778840490942072e-05	0.0	0.0	7.314860871346228e-06	0.0	1.2823307643973689e-05	6.638343069569835e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.725166916473634e-05	0.0	0.0	0.0	0.0	0.0	4.611695259177273e-05	0.0	2.819840397033528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00010018701576275714	0.0	5.522878524286858e-05	0.0	0.0005111086265552876	0.0	1.3975849731663684e-05	0.0	0.0	2.127885945313331e-05	0.0	1.5095706780991486e-05	0.0	0.0	0.0	3.6351739430731764e-05	5.836263624027898e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4786993360639981e-05	0.00021863498888605477	0.0	1.726310701400038e-05	0.0	0.0	0.0	0.0	0.0	1.3483267265323731e-05	0.0	0.0002572264557409729	3.6683112928963145e-05	0.0	1.5124245678246796e-05	0.0	0.0	0.0	3.863589532248094e-05	0.0	4.371011452050005e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	1.4439182164722189e-05	0.0	1.4930275612887814e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.966011683483802e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002859251060689909	0.0	0.0017624002481459546	0.0	0.0	0.0	0.0	1.4698533086397974e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.606009642336584e-05	0.0	0.0	0.0005398543852225805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8981455118349373e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.3483267265323731e-05	0.0	0.0	0.0	0.0	0.00033273340492142954	0.0	0.0	0.0	0.0004636307438697713	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Anaerotruncus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.650036725238714e-05	0.0	3.983005841741901e-05	0.0	8.903926631644555e-06	0.0	0.0	0.0	3.902591320636903e-05	0.0	0.0	0.0	0.0	0.0006070751853418937	1.2764382267720155e-05	0.0	0.0	0.0	5.639680794067056e-05	0.0	0.0	0.0	0.0004109506254910256	0.0	0.0	3.339567192091905e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.127885945313331e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.754395436041846e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.532350419075544e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4033512026719808e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00011656030538800012	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__vadinBB60;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	1.4930275612887814e-05	0.0	0.0	0.0	0.0	0.0	7.314860871346228e-06	0.0	0.0	0.0	0.0	8.903926631644555e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004970590671858172	0.0	0.0	0.0	0.0	0.0	0.0	0.00012767315671879988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3483267265323731e-05	0.0	0.0	0.0004035142422185947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021855057260250025	0.0	0.0	1.8795932560193973e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XI;g__Peptoniphilus;s__	0.0	0.0	0.0	0.0	0.0	1.2213591284381261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.103049421661409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetales;o__Actinobacteria;f__Actinomycetaceae;g__Varibaculum;s__	0.0	0.0	0.0	0.0	0.0	1.2213591284381261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.986072289926368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.645992090286486e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8815737482830638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3933069061294925e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	8.115038789885416e-05	0.0	0.0	0.0	2.8878364329444377e-05	3.664077385314378e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003009140975415886	0.0	0.0	0.0	1.5872763924382153e-05	1.3008637735456345e-05	1.5134088019855926e-05	0.0	7.274931797514398e-05	0.0	1.8396217737633138e-05	3.829314680316046e-05	0.0	0.0	2.735641302712388e-05	4.2297605955502916e-05	0.0	6.440394152122111e-05	1.3608960139355753e-05	0.0	4.4095599259193934e-05	0.0003703103663758187	2.671653753673524e-05	0.0	0.0	0.0	1.5972144579852738e-05	0.0	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	8.412197686645637e-05	0.0	0.00014607069821793748	0.00018175869715365882	0.0	4.088808929958703e-05	1.6708437761069337e-05	0.0	0.0	1.9235208124951912e-05	0.0	0.0	0.0	0.0	6.905242805600152e-05	0.0	4.1492628143066575e-05	0.0	2.9660828426937964e-05	0.0	0.0	1.2546894016386246e-05	0.0	0.0	0.0	0.0	0.0	5.5628181236614465e-05	0.0	0.0	0.0	0.0	5.240884137153938e-05	1.2942638227376268e-05	0.0	7.036095168212934e-05
k__Bacteria;p__None;c__None;o__None;f__None;g__None;s__	0.0	0.0	1.8197699810743922e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.194458261403868e-05	2.825018362619357e-05	0.0	0.00010621348911311735	0.00011355248963833533	0.0	2.4843486037960847e-05	0.0	3.1745527848764306e-05	5.203455094182538e-05	1.5134088019855926e-05	0.0	1.2124886329190664e-05	0.0	0.000128773524163432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2086783102677225e-05	0.0	0.0002545883768833754	2.671653753673524e-05	0.0	0.0	0.0	0.0010541615422702806	0.0	2.7951699463327367e-05	0.0	1.6067612513456625e-05	0.0	0.0	0.00015095706780991487	0.0	1.8686698807788613e-05	1.6230077579770833e-05	0.00011814315314987822	1.4590659060069746e-05	1.3629363099862344e-05	0.0	0.0	1.535225754947265e-05	0.0	0.0	1.4786993360639981e-05	0.000400830812957767	0.0	0.0	0.0	0.0	0.0	1.4830414213468982e-05	0.0	6.0674702693956796e-05	0.00035131303245881484	0.00038583968361145945	0.0	1.4033512026719808e-05	0.0	0.0	0.0	0.0	2.5757263548320622e-05	0.0	5.828015269400006e-05	0.0	0.00010354110581901016	0.0	3.0154693578055424e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__S24-7;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012850167052171679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4698533086397974e-05	0.0	0.0	0.0	1.3807196310717145e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.383087604768886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Victivallales;o__Lentisphaeria;f__Victivallaceae;g__Victivallis;s__	1.6230077579770833e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4629721742692456e-05	0.0008475055087858071	1.2823307643973689e-05	0.0010355815188528943	0.0	0.0	0.0	0.0	9.523658354629292e-05	0.0	0.0	0.0	0.0	1.4940983116689078e-05	0.0	1.2764382267720155e-05	0.0	0.00027670171555063645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.583286747911644e-05	1.8815737482830638e-05	0.00033542039355992836	6.472701381921745e-05	0.00011247328759419636	2.127885945313331e-05	2.6554077378581478e-05	0.0	2.103049421661409e-05	1.8686698807788613e-05	0.0	0.0	8.754395436041846e-05	0.0	0.0	0.0	0.0	1.9235208124951912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.741633632661866e-06	0.0	0.0	0.0	0.0	1.5124245678246796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0268176039711853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0004611695259177273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6230077579770833e-05	0.0	0.0	0.0	0.0	0.0	3.07045150989453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__S24-7;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1778840490942072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008175500749420902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.834713241070889e-05	0.0	0.0	0.0	0.00011474469305794607	0.0	0.0	0.00011180501205896917	0.0	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6230867864504717e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.966916465057729e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__vadinBB60;g__None;s__	0.0	0.00013336445170539793	0.0	0.0	0.0	0.0	0.0	0.0	3.492839678658749e-05	1.1778840490942072e-05	0.0	0.0	4.388916522807736e-05	0.00022600146900954857	0.0	6.638343069569835e-05	0.0	0.0	0.0	0.0	0.0005555467373533754	0.0	0.0	5.450333832947268e-05	0.0	0.0	1.8396217737633138e-05	0.0	0.0	0.00013835085777531822	1.367820651356194e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67913438418381e-06	0.0	1.3807196310717145e-05	0.0	0.0	0.0	0.00013975849731663685	0.0001294540276384349	0.00011247328759419636	0.00027662517289073305	5.3108154757162957e-05	0.0	0.0	0.0005606009642336585	0.0	0.0	0.0	0.0	0.0	0.00021786492374727668	0.0	1.9235208124951912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3933069061294925e-05	0.0	0.0	1.8341556464481572e-05	0.0	3.0248491356493598e-05	0.0	1.8542727078871488e-05	0.0	0.0	0.0	0.0	1.3102210342884845e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Incertae_Sedis;s__	4.8690232739312485e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7916433739558206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.741633632661866e-06	0.0	3.215330696762162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5124245678246796e-05	0.0	9.271363539435744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Rickettsiales;o__Alphaproteobacteria;f__mitochondria;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Butyricicoccus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8686698807788613e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2546894016386246e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.986072289926368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	1.9235208124951912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.430661393524324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3102210342884845e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	4.331754649416657e-05	1.2213591284381261e-05	0.0	0.0	1.7464198393293748e-05	0.0	0.0	0.0	7.314860871346228e-06	0.0	0.0	1.3276686139139669e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.424977265838133e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	1.2086783102677225e-05	0.0	0.0	6.67913438418381e-06	0.0	2.761439262143429e-05	0.0	0.0	1.8815737482830638e-05	0.0	0.0	0.0	2.127885945313331e-05	0.0	1.5095706780991486e-05	0.0	0.0	0.0	0.0	1.4590659060069746e-05	1.3629363099862344e-05	0.0	2.420721374969741e-05	0.0	0.0	0.0	0.0	3.643916481434245e-05	0.0	3.452621402800076e-05	1.2701154534947224e-05	1.383087604768886e-05	0.0	0.0	1.5840831326828033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2942638227376268e-05	0.0	4.02062581040739e-05
